10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
60.00,58.00,56.00,50.00,51.00,52.00,50.00,50.00,56.00,58.00,53.00,60.00,56.00,57.00,55.00
9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00,9187.00
3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00,3056.00
20.00,20.00,40.00,60.00,80.00,100.00,120.00,140.00,160.00,180.00,200.00,220.00,240.00,260.00,280.00
12.31,26.81,24.23,22.84,21.16,18.43,18.00,14.14,13.87,13.20,12.31,12.30,12.17,12.09,11.82
15.00,2.00,2.00,3.00,4.00,5.00,6.00,8.00,9.00,10.00,11.00,12.00,11.00,16.00,13.00
31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50
