Searching for a solution
Expanding from node: [-3.4 -1.4  0. ]
Expanding from node: [-2.65  -1.1    4.712]
Expanding from node: [-2.4   -0.95   4.712]
Expanding from node: [-2.15  -0.95   4.712]
Expanding from node: [ 0.35   0.4    4.712]
Expanding from node: [-0.15   0.25   4.712]
Expanding from node: [-3.4   -1.25   4.712]
Expanding from node: [-3.15  -1.4    4.712]
Expanding from node: [-3.15  -1.1    4.712]
Expanding from node: [-2.9   -0.95   4.712]
Expanding from node: [-2.65  -0.95   4.712]
Expanding from node: [ 0.1    0.4    4.712]
Expanding from node: [ 0.35   0.55   4.712]
Expanding from node: [-3.15  -0.95   4.712]
Expanding from node: [-3.4   -1.4    4.712]
Expanding from node: [ 0.1    0.55   4.712]
Expanding from node: [ 0.35   0.7    4.712]
Expanding from node: [-3.4   -0.95   4.712]
Expanding from node: [ 0.1    0.7    4.712]
Expanding from node: [-3.4   -1.1    4.712]
Expanding from node: [-3.4   -0.8    4.712]
Expanding from node: [-3.4   -0.65   4.712]
Expanding from node: [ 0.35   0.85   4.712]
Expanding from node: [-0.15   0.4    4.712]
Expanding from node: [-3.4   -0.5    4.712]
Expanding from node: [-3.4   -0.35   4.712]
Expanding from node: [-3.4   -0.2    4.712]
Expanding from node: [-0.15   0.55   4.712]
Expanding from node: [ 0.35   1.     4.712]
Expanding from node: [-3.4   -0.05   4.712]
Expanding from node: [-3.4    0.1    4.712]
Expanding from node: [-0.15   0.85   4.712]
Expanding from node: [ 0.1    0.85   4.712]
Expanding from node: [ 0.6    1.15   4.712]
Expanding from node: [-3.4    0.25   4.712]
Expanding from node: [ 0.85   1.15   4.712]
Expanding from node: [-3.4    0.4    4.712]
Expanding from node: [-0.15   1.     4.712]
Expanding from node: [ 1.1    1.15   4.712]
Expanding from node: [-3.15  -1.4    1.571]
Expanding from node: [-2.9   -1.4    3.142]
Expanding from node: [-2.65  -1.4    3.142]
Expanding from node: [-2.4   -1.4    3.142]
Expanding from node: [-2.15  -1.4    3.142]
Expanding from node: [-1.9   -1.4    3.142]
Expanding from node: [-1.65  -1.4    3.142]
Expanding from node: [-1.4   -1.4    3.142]
Expanding from node: [-1.15  -1.4    3.142]
Expanding from node: [-0.9   -1.4    3.142]
Expanding from node: [-0.65  -1.4    3.142]
Expanding from node: [-0.4   -1.4    3.142]
Expanding from node: [-0.15  -1.4    3.142]
Expanding from node: [ 0.1   -1.4    3.142]
Expanding from node: [ 0.35  -1.4    3.142]
Expanding from node: [ 0.35  -1.25   3.142]
Expanding from node: [ 0.35  -1.1    3.142]
Expanding from node: [-2.9 -1.4  0. ]
Expanding from node: [-2.65 -1.4   0.  ]
Expanding from node: [-2.4 -1.4  0. ]
Expanding from node: [-2.15 -1.4   0.  ]
Expanding from node: [-1.9 -1.4  0. ]
Expanding from node: [-1.65 -1.4   0.  ]
Expanding from node: [-1.4 -1.4  0. ]
Expanding from node: [-1.15 -1.4   0.  ]
Expanding from node: [-0.9 -1.4  0. ]
Expanding from node: [-0.65 -1.4   0.  ]
Expanding from node: [-0.4 -1.4  0. ]
Expanding from node: [-0.15 -1.4   0.  ]
Expanding from node: [ 0.1 -1.4  0. ]
Expanding from node: [ 0.1  -1.25  0.  ]
Expanding from node: [ 0.1 -1.1  0. ]
Expanding from node: [-2.9   -1.4    1.571]
Expanding from node: [-2.65  -1.25   3.142]
Expanding from node: [-2.4   -1.25   3.142]
Expanding from node: [-2.15  -1.25   3.142]
Expanding from node: [-1.9   -1.25   3.142]
Expanding from node: [-1.65  -1.25   3.142]
Expanding from node: [-1.4   -1.25   3.142]
Expanding from node: [-1.15  -1.25   3.142]
Expanding from node: [-0.9   -1.25   3.142]
Expanding from node: [-0.65  -1.25   3.142]
Expanding from node: [-0.4   -1.25   3.142]
Expanding from node: [-0.15  -1.25   3.142]
Expanding from node: [ 0.1   -1.25   3.142]
Expanding from node: [ 0.35  -1.25   3.142]
Expanding from node: [ 0.35  -1.1    3.142]
Expanding from node: [ 0.35  -0.95   3.142]
Expanding from node: [-2.65 -1.25  0.  ]
Expanding from node: [-2.4  -1.25  0.  ]
Expanding from node: [-2.15 -1.25  0.  ]
Expanding from node: [-1.9  -1.25  0.  ]
Expanding from node: [-1.65 -1.25  0.  ]
Expanding from node: [-1.4  -1.25  0.  ]
Expanding from node: [-1.15 -1.25  0.  ]
Expanding from node: [-0.9  -1.25  0.  ]
Expanding from node: [-0.65 -1.25  0.  ]
Expanding from node: [-0.4  -1.25  0.  ]
Expanding from node: [-0.15 -1.25  0.  ]
Expanding from node: [ 0.1  -1.25  0.  ]
Expanding from node: [ 0.1 -1.1  0. ]
Expanding from node: [ 0.1  -0.95  0.  ]
Expanding from node: [-2.65  -1.4    1.571]
Expanding from node: [-2.4   -1.4    1.571]
Expanding from node: [-2.15  -1.4    1.571]
Expanding from node: [-1.9   -1.4    1.571]
Expanding from node: [-1.65  -1.4    1.571]
Expanding from node: [-1.4   -1.4    1.571]
Expanding from node: [-1.15  -1.4    1.571]
Expanding from node: [-0.9   -1.4    1.571]
Expanding from node: [-0.65  -1.4    1.571]
Expanding from node: [-0.4   -1.4    1.571]
Expanding from node: [-0.15  -1.4    1.571]
Expanding from node: [ 0.1   -1.4    1.571]
Expanding from node: [ 0.35  -1.4    1.571]
Expanding from node: [ 0.35  -1.25   1.571]
Expanding from node: [ 0.35  -0.8    3.142]
Expanding from node: [ 0.35  -1.1    1.571]
Expanding from node: [ 1.35   1.     4.712]
Expanding from node: [ 0.1 -0.8  0. ]
Expanding from node: [ 1.35   0.85   4.712]
Expanding from node: [-3.4    0.55   4.712]
Expanding from node: [ 0.1    1.     4.712]
Expanding from node: [ 1.35   0.7    4.712]
Expanding from node: [ 1.6    0.85   4.712]
Expanding from node: [ 1.6    0.7    4.712]
Expanding from node: [ 1.35   0.55   4.712]
Expanding from node: [ 1.6    0.4    4.712]
Expanding from node: [ 1.35   0.4    4.712]
Expanding from node: [ 1.6    0.25   4.712]
Expanding from node: [ 1.85   0.7    4.712]
Expanding from node: [ 1.85   0.55   4.712]
Expanding from node: [ 1.85   0.4    4.712]
Expanding from node: [ 0.35  -0.95   1.571]
Expanding from node: [ 1.85   0.25   4.712]
Expanding from node: [ 1.35   0.25   4.712]
Expanding from node: [-3.4    0.7    4.712]
Expanding from node: [ 1.35   1.15   4.712]
Expanding from node: [ 1.6    0.1    4.712]
Expanding from node: [ 1.85   0.1    4.712]
Expanding from node: [-0.15  -1.1    3.142]
Expanding from node: [ 0.1   -1.1    3.142]
Expanding from node: [-0.4 -1.1  0. ]
Expanding from node: [-0.15 -1.1   0.  ]
Expanding from node: [-0.4   -1.1    3.142]
Expanding from node: [ 0.35  -0.65   3.142]
Expanding from node: [-0.15  -1.25   1.571]
Expanding from node: [ 0.1   -1.25   1.571]
Expanding from node: [ 0.1  -0.65  0.  ]
Expanding from node: [-0.65 -1.1   0.  ]
Expanding from node: [-0.65  -1.1    3.142]
Expanding from node: [-0.15   0.7    4.712]
Expanding from node: [ 1.85  -0.05   4.712]
Expanding from node: [-0.4   -1.25   1.571]
Expanding from node: [-0.9 -1.1  0. ]
Expanding from node: [-0.9   -1.1    3.142]
Expanding from node: [-3.15 -1.4   0.  ]
Expanding from node: [-3.15  -1.4    3.142]
Expanding from node: [ 1.35   0.1    4.712]
Expanding from node: [-0.65  -1.25   1.571]
Expanding from node: [-3.4   -1.4    3.142]
Expanding from node: [-1.15 -1.1   0.  ]
Expanding from node: [-1.15  -1.1    3.142]
Expanding from node: [-0.9   -1.25   1.571]
Expanding from node: [-3.15   0.85   4.712]
Expanding from node: [ 1.6    1.     4.712]
Expanding from node: [-1.4 -1.1  0. ]
Expanding from node: [-1.4   -1.1    3.142]
Expanding from node: [-1.15  -1.25   1.571]
Expanding from node: [ 1.6   -0.05   4.712]
Expanding from node: [-2.9  -1.25  0.  ]
Expanding from node: [-2.9   -1.25   3.142]
Expanding from node: [-1.4   -1.25   1.571]
Expanding from node: [-1.65  -1.1    3.142]
Expanding from node: [-1.65 -1.1   0.  ]
Expanding from node: [-3.15  -1.25   3.142]
Expanding from node: [-0.15  -1.1    1.571]
Expanding from node: [ 0.1   -1.1    1.571]
Expanding from node: [-1.65  -1.25   1.571]
Expanding from node: [-1.9   -1.1    3.142]
Expanding from node: [-1.9 -1.1  0. ]
Expanding from node: [-3.4  -1.25  0.  ]
Expanding from node: [-3.15 -1.25  0.  ]
Expanding from node: [-0.4   -1.1    1.571]
Expanding from node: [-0.15  -0.95   3.142]
Expanding from node: [ 0.1   -0.95   3.142]
Expanding from node: [-0.15 -0.95  0.  ]
Expanding from node: [-1.9   -1.25   1.571]
Expanding from node: [-2.15  -1.1    3.142]
Expanding from node: [-2.15 -1.1   0.  ]
Expanding from node: [-3.4   -1.4    1.571]
Expanding from node: [-2.15  -1.25   1.571]
Expanding from node: [-0.65  -1.1    1.571]
Expanding from node: [-0.4   -0.95   3.142]
Expanding from node: [-0.4  -0.95  0.  ]
Expanding from node: [-2.4   -1.1    3.142]
Expanding from node: [-2.4 -1.1  0. ]
Expanding from node: [ 2.1    0.55   4.712]
Expanding from node: [-2.4   -1.25   1.571]
Expanding from node: [-0.9   -1.1    1.571]
Expanding from node: [-0.65 -0.95  0.  ]
Expanding from node: [-0.65  -0.95   3.142]
Expanding from node: [ 2.1    0.4    4.712]
Expanding from node: [-2.65 -1.1   0.  ]
Expanding from node: [-2.65  -1.1    3.142]
Expanding from node: [-2.65  -1.25   1.571]
Expanding from node: [-1.15  -1.1    1.571]
Expanding from node: [-0.9   -0.95   3.142]
Expanding from node: [-0.9  -0.95  0.  ]
Expanding from node: [-2.9 -1.1  0. ]
Expanding from node: [-2.9   -1.1    3.142]
Expanding from node: [-2.9   -1.25   1.571]
Expanding from node: [ 2.1    0.25   4.712]
Expanding from node: [-1.4   -1.1    1.571]
Expanding from node: [-1.15  -0.95   3.142]
Expanding from node: [-1.15 -0.95  0.  ]
Expanding from node: [-3.15  -1.25   1.571]
Expanding from node: [-1.65  -1.1    1.571]
Expanding from node: [-0.15   1.15   4.712]
Expanding from node: [-1.4  -0.95  0.  ]
Expanding from node: [-1.4   -0.95   3.142]
Expanding from node: [ 1.85  -0.2    4.712]
Expanding from node: [-1.9   -1.1    1.571]
Expanding from node: [ 2.1    0.1    4.712]
Expanding from node: [-1.65  -0.95   3.142]
Expanding from node: [-1.65 -0.95  0.  ]
Expanding from node: [-2.15  -1.1    1.571]
Expanding from node: [-1.9   -0.95   3.142]
Expanding from node: [-1.9  -0.95  0.  ]
Expanding from node: [-2.4   -1.1    1.571]
Expanding from node: [ 0.35  -0.8    1.571]
Expanding from node: [-0.15  -0.95   1.571]
Expanding from node: [ 0.1   -0.95   1.571]
Expanding from node: [-2.65  -1.1    1.571]
Expanding from node: [-2.15  -0.95   3.142]
Expanding from node: [-2.15 -0.95  0.  ]
Expanding from node: [-2.9   -1.1    1.571]
Expanding from node: [-2.4   -0.95   3.142]
Expanding from node: [-2.4  -0.95  0.  ]
Expanding from node: [-2.65  -0.95   3.142]
Expanding from node: [-2.65 -0.95  0.  ]
Expanding from node: [ 1.6    0.55   4.712]
Expanding from node: [ 2.1   -0.05   4.712]
Expanding from node: [-3.4    0.85   4.712]
Expanding from node: [ 0.35   1.15   4.712]
Expanding from node: [-3.4   -1.25   3.142]
Expanding from node: [ 1.35  -0.05   4.712]
Expanding from node: [ 0.1   -0.8    3.142]
Expanding from node: [-0.15 -0.8   0.  ]
Expanding from node: [-3.4   -1.25   1.571]
Expanding from node: [ 1.6   -0.2    4.712]
Expanding from node: [ 2.1   -0.2    4.712]
Expanding from node: [ 1.85   0.85   4.712]
Expanding from node: [ 0.1   -0.8    1.571]
Expanding from node: [-3.15 -1.1   0.  ]
Expanding from node: [-3.15  -1.1    3.142]
Expanding from node: [-3.4 -1.1  0. ]
Expanding from node: [-3.15 -1.1   0.  ]
Expanding from node: [-3.4   -1.1    3.142]
Expanding from node: [-3.15  -1.1    3.142]
Expanding from node: [-3.15  -1.1    1.571]
Expanding from node: [ 0.1    1.15   4.712]
Expanding from node: [-2.9   -0.95   3.142]
Expanding from node: [-2.9  -0.95  0.  ]
Expanding from node: [-3.15  -0.95   3.142]
Expanding from node: [-3.15 -0.95  0.  ]
Expanding from node: [ 1.85  -0.35   4.712]
Expanding from node: [-3.15   1.     4.712]
Expanding from node: [ 2.1   -0.35   4.712]
